Location,Latitude,Longitude
Manhattan,40.790278,-73.959722
Providence,41.8239891,-71.4128343
Nantucket,41.2834704,-70.0994509
The Azores,37.741249,-25.675594
Cape Verde,15.120142,-23.605172
Buenos Aires,-34.6037232,-58.3815931
St Helena,-15.96501,-5.708924
Cape Agulas,-34.831111,20.013056
Sunda Strait,-5.920556,105.885833
